review_id,fav_heroe,fav_villain,fav_film,fav_soundtrack,fav_spaceship,fav_planet,fav_robot
34249,Han Solo,Darth Maul,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
34250,Han Solo,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Dagobah,C-3PO
34251,Leia,Count Dooku,Episode I - The Phantom Menace,Imperial March,Millennium Falcon,Endor,C-3PO
34252,Anakin Skywalker,Darth Maul,Episode IV - A New Hope,Imperial March,Millennium Falcon,Naboo,C-3PO
34253,Jar Jar Binks,General Grievous,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,Battle Droid
34254,Han Solo,Darth Maul,Episode I - The Phantom Menace,Star Wars (Main Theme),Naboo Starfighter,Tatooine,Battle Droid
34255,Jar Jar Binks,Count Dooku,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Tatooine,Battle Droid
34256,Anakin Skywalker,General Grievous,Episode VI - Return of the Jedi,Star Wars (Main Theme),TIE Fighter,Endor,R2-D2
34257,Obi-Wan Kenobi,Darth Maul,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
34258,Jar Jar Binks,Count Dooku,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
34259,Anakin Skywalker,Palpatine,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Tatooine,R2-D2
34260,Han Solo,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Tatooine,R2-D2
34261,Han Solo,Darth Vader,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
34262,Luke Skywalker,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Tatooine,R2-D2
34263,Luke Skywalker,Darth Vader,Episode IV - A New Hope,Imperial March,Naboo Starfighter,Naboo,R2-D2
34264,Luke Skywalker,Palpatine,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Tatooine,C-3PO
34265,Luke Skywalker,Palpatine,Episode II - Attack of the Clones,Imperial March,TIE Fighter,Naboo,C-3PO
34266,Anakin Skywalker,Count Dooku,Episode I - The Phantom Menace,Imperial March,Millennium Falcon,Endor,R2-D2
34267,Yoda,Palpatine,Episode II - Attack of the Clones,Imperial March,Millennium Falcon,Tatooine,R2-D2
34268,Leia,General Grievous,Episode I - The Phantom Menace,Imperial March,Naboo Starfighter,Naboo,R2-D2
34269,Yoda,Darth Vader,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
34270,Obi-Wan Kenobi,Count Dooku,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Naboo,R2-D2
34271,Han Solo,Darth Maul,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,C-3PO
34272,Han Solo,Wilhuff Tarkin,Episode IV - A New Hope,Star Wars (Main Theme),TIE Fighter,Naboo,R2-D2
34273,Han Solo,Darth Vader,Episode IV - A New Hope,The Throne Room,Naboo Starfighter,Naboo,C-3PO
34274,Obi-Wan Kenobi,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Dagobah,Droideka
34275,Leia,Palpatine,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Naboo,C-3PO
34276,Qui-Gon Jinn,Darth Vader,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Endor,R2-D2
34277,Luke Skywalker,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Dagobah,R2-D2
34278,Han Solo,Darth Maul,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,R2-D2
34279,Obi-Wan Kenobi,Count Dooku,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
34280,Chewbacca,Darth Vader,Episode III - Revenge of the Sith,Imperial March,Millennium Falcon,Naboo,C-3PO
34281,Obi-Wan Kenobi,Darth Maul,Episode IV - A New Hope,The Throne Room,Millennium Falcon,Naboo,C-3PO
34282,Luke Skywalker,Count Dooku,Episode I - The Phantom Menace,Imperial March,Millennium Falcon,Naboo,C-3PO
34283,Leia,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Tatooine,Battle Droid
34284,Anakin Skywalker,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Dagobah,R2-D2
34285,Qui-Gon Jinn,Darth Vader,Episode VI - Return of the Jedi,The Throne Room,Naboo Starfighter,Naboo,R2-D2
34286,Leia,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Endor,R2-D2
34287,Leia,Count Dooku,Episode VI - Return of the Jedi,Imperial March,Naboo Starfighter,Alderaan,R2-D2
34288,Obi-Wan Kenobi,Darth Maul,Episode IV - A New Hope,Star Wars (Main Theme),TIE Fighter,Naboo,C-3PO
34289,Luke Skywalker,Darth Vader,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Dagobah,R2-D2
34290,Obi-Wan Kenobi,Darth Maul,Episode I - The Phantom Menace,Star Wars (Main Theme),Naboo Starfighter,Tatooine,R2-D2
34291,Luke Skywalker,Darth Vader,Episode III - Revenge of the Sith,Imperial March,Naboo Starfighter,Tatooine,R2-D2
34292,Jar Jar Binks,General Grievous,Episode IV - A New Hope,Imperial March,Millennium Falcon,Naboo,R2-D2
34293,Anakin Skywalker,Darth Vader,Episode VI - Return of the Jedi,The Throne Room,TIE Fighter,Naboo,R2-D2
34294,Obi-Wan Kenobi,General Grievous,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,C-3PO
34295,Luke Skywalker,Palpatine,Episode II - Attack of the Clones,The Throne Room,Millennium Falcon,Tatooine,Battle Droid
34296,Anakin Skywalker,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,C-3PO
34297,Yoda,Palpatine,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Naboo,R2-D2
34298,Anakin Skywalker,Darth Vader,Episode III - Revenge of the Sith,Anakin vs. Obi-Wan,Naboo Starfighter,Dagobah,C-3PO
34299,Chewbacca,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Endor,R2-D2
34300,Luke Skywalker,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Tatooine,Droideka
34301,Han Solo,Wilhuff Tarkin,Episode IV - A New Hope,Star Wars (Main Theme),Naboo Starfighter,Naboo,Battle Droid
34302,Han Solo,Darth Maul,Episode I - The Phantom Menace,Anakin vs. Obi-Wan,Millennium Falcon,Naboo,R2-D2
34303,Luke Skywalker,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Endor,R2-D2
34304,Obi-Wan Kenobi,Darth Maul,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,R2-D2
34305,Anakin Skywalker,Darth Maul,Episode IV - A New Hope,Imperial March,TIE Fighter,Tatooine,C-3PO
34306,Han Solo,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Endor,R2-D2
34307,Luke Skywalker,Count Dooku,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Endor,R2-D2
34308,Luke Skywalker,Darth Vader,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
34309,Han Solo,Darth Maul,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Endor,Battle Droid
34310,Jar Jar Binks,Count Dooku,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Endor,R2-D2
34311,Obi-Wan Kenobi,Wilhuff Tarkin,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Tatooine,Droideka
34312,Obi-Wan Kenobi,Palpatine,Episode III - Revenge of the Sith,Accross the Stars,Naboo Starfighter,Tatooine,C-3PO
34313,Chewbacca,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Endor,R2-D2
34314,Obi-Wan Kenobi,Wilhuff Tarkin,Episode IV - A New Hope,Imperial March,Millennium Falcon,Alderaan,C-3PO
34315,Obi-Wan Kenobi,Darth Maul,Episode VI - Return of the Jedi,Imperial March,TIE Fighter,Naboo,R2-D2
34316,Anakin Skywalker,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
34317,Anakin Skywalker,Count Dooku,Episode II - Attack of the Clones,The Throne Room,TIE Fighter,Alderaan,C-3PO
34318,Yoda,Darth Vader,Episode IV - A New Hope,Imperial March,Naboo Starfighter,Alderaan,C-3PO
34319,Leia,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
34320,Han Solo,General Grievous,Episode IV - A New Hope,Anakin vs. Obi-Wan,Millennium Falcon,Tatooine,R2-D2
34321,Obi-Wan Kenobi,General Grievous,Episode IV - A New Hope,The Throne Room,TIE Fighter,Tatooine,R2-D2
34322,Han Solo,Darth Vader,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Dagobah,R2-D2
34323,Han Solo,Darth Maul,Episode IV - A New Hope,Anakin vs. Obi-Wan,Millennium Falcon,Tatooine,Droideka
34324,Obi-Wan Kenobi,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Endor,C-3PO
34325,Luke Skywalker,Palpatine,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
34326,Obi-Wan Kenobi,Count Dooku,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Naboo,C-3PO
34327,Luke Skywalker,Count Dooku,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Naboo,R2-D2
34328,Anakin Skywalker,Darth Maul,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,R2-D2
34329,Han Solo,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
34330,Obi-Wan Kenobi,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Alderaan,R2-D2
34331,Obi-Wan Kenobi,Palpatine,Episode VI - Return of the Jedi,Imperial March,Naboo Starfighter,Naboo,R2-D2
34332,Leia,General Grievous,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
34333,Leia,Palpatine,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Tatooine,Droideka
34334,Obi-Wan Kenobi,Darth Vader,Episode VI - Return of the Jedi,Accross the Stars,Naboo Starfighter,Tatooine,R2-D2
34335,Obi-Wan Kenobi,Darth Vader,Episode IV - A New Hope,The Throne Room,Millennium Falcon,Alderaan,C-3PO
34336,Obi-Wan Kenobi,Darth Maul,Episode VI - Return of the Jedi,Imperial March,Naboo Starfighter,Tatooine,Battle Droid
34337,Obi-Wan Kenobi,Count Dooku,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
34338,Obi-Wan Kenobi,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
34339,Leia,Darth Maul,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Dagobah,R2-D2
34340,Obi-Wan Kenobi,Darth Maul,Episode VI - Return of the Jedi,Star Wars (Main Theme),TIE Fighter,Naboo,R2-D2
34341,Luke Skywalker,Count Dooku,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Alderaan,R2-D2
34342,Obi-Wan Kenobi,Palpatine,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,R2-D2
34343,Yoda,General Grievous,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,R2-D2
34344,Han Solo,Darth Vader,Episode IV - A New Hope,The Throne Room,Naboo Starfighter,Naboo,R2-D2
34345,Obi-Wan Kenobi,Wilhuff Tarkin,Episode V - The Empire Strikes Back,The Throne Room,TIE Fighter,Dagobah,C-3PO
34346,Han Solo,Darth Vader,Episode IV - A New Hope,Imperial March,Millennium Falcon,Tatooine,C-3PO
34347,Chewbacca,Count Dooku,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Naboo,C-3PO
34348,Chewbacca,Darth Maul,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Tatooine,C-3PO
34349,Anakin Skywalker,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Naboo,Droideka
34350,Luke Skywalker,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),TIE Fighter,Tatooine,R2-D2
34351,Jar Jar Binks,Palpatine,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
34352,Yoda,Palpatine,Episode IV - A New Hope,Star Wars (Main Theme),Naboo Starfighter,Tatooine,C-3PO
34353,Luke Skywalker,Count Dooku,Episode V - The Empire Strikes Back,The Throne Room,Naboo Starfighter,Endor,R2-D2
34354,Han Solo,Darth Maul,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Naboo,Droideka
34355,Leia,Palpatine,Episode IV - A New Hope,Star Wars (Main Theme),TIE Fighter,Dagobah,C-3PO
34356,Leia,Count Dooku,Episode IV - A New Hope,Imperial March,Millennium Falcon,Alderaan,C-3PO
34357,Anakin Skywalker,General Grievous,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Endor,C-3PO
34358,Yoda,Wilhuff Tarkin,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,R2-D2
34359,Obi-Wan Kenobi,Palpatine,Episode V - The Empire Strikes Back,Imperial March,TIE Fighter,Naboo,R2-D2
34360,Obi-Wan Kenobi,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Endor,R2-D2
34361,Yoda,Palpatine,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,R2-D2
34362,Luke Skywalker,Count Dooku,Episode III - Revenge of the Sith,Imperial March,Millennium Falcon,Naboo,R2-D2
34363,Han Solo,Darth Vader,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
34364,Chewbacca,Darth Vader,Episode VI - Return of the Jedi,Star Wars (Main Theme),Naboo Starfighter,Tatooine,C-3PO
34365,Obi-Wan Kenobi,Darth Maul,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
34366,Obi-Wan Kenobi,Palpatine,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,R2-D2
34367,Obi-Wan Kenobi,Darth Maul,Episode I - The Phantom Menace,Star Wars (Main Theme),Naboo Starfighter,Tatooine,Battle Droid
34368,Leia,Darth Maul,Episode VI - Return of the Jedi,Star Wars (Main Theme),TIE Fighter,Naboo,R2-D2
34369,Yoda,Darth Vader,Episode III - Revenge of the Sith,Star Wars (Main Theme),Naboo Starfighter,Dagobah,R2-D2
34370,Leia,Palpatine,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Endor,R2-D2
34371,Han Solo,Wilhuff Tarkin,Episode II - Attack of the Clones,Imperial March,Millennium Falcon,Naboo,Battle Droid
34372,Anakin Skywalker,Darth Vader,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Naboo,Battle Droid
34373,Han Solo,Wilhuff Tarkin,Episode V - The Empire Strikes Back,The Throne Room,Naboo Starfighter,Tatooine,R2-D2
34374,Anakin Skywalker,Count Dooku,Episode V - The Empire Strikes Back,The Throne Room,Millennium Falcon,Naboo,R2-D2
34375,Anakin Skywalker,Darth Maul,Episode II - Attack of the Clones,Imperial March,Naboo Starfighter,Naboo,C-3PO
34376,Obi-Wan Kenobi,Darth Maul,Episode II - Attack of the Clones,The Throne Room,Millennium Falcon,Endor,C-3PO
34377,Han Solo,Darth Maul,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Endor,R2-D2
34378,Obi-Wan Kenobi,Darth Vader,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
34379,Leia,Count Dooku,Episode II - Attack of the Clones,Star Wars (Main Theme),Millennium Falcon,Naboo,C-3PO
34380,Han Solo,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Anakin vs. Obi-Wan,Millennium Falcon,Tatooine,C-3PO
34381,Han Solo,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,C-3PO
34382,Obi-Wan Kenobi,General Grievous,Episode V - The Empire Strikes Back,Imperial March,Naboo Starfighter,Tatooine,R2-D2
34383,Obi-Wan Kenobi,Palpatine,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
34384,Leia,Palpatine,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Tatooine,C-3PO
34385,Yoda,Darth Maul,Episode IV - A New Hope,Imperial March,Millennium Falcon,Naboo,C-3PO
34386,Yoda,Palpatine,Episode VI - Return of the Jedi,Imperial March,Naboo Starfighter,Tatooine,Battle Droid
34387,Yoda,Wilhuff Tarkin,Episode VI - Return of the Jedi,Star Wars (Main Theme),TIE Fighter,Naboo,C-3PO
34388,Leia,Darth Vader,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Naboo,Battle Droid
34389,Obi-Wan Kenobi,Darth Vader,Episode III - Revenge of the Sith,Imperial March,Millennium Falcon,Tatooine,C-3PO
34390,Obi-Wan Kenobi,Count Dooku,Episode III - Revenge of the Sith,The Throne Room,TIE Fighter,Tatooine,R2-D2
34391,Luke Skywalker,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,Naboo Starfighter,Naboo,Droideka
34392,Han Solo,Palpatine,Episode IV - A New Hope,Imperial March,Millennium Falcon,Naboo,C-3PO
34393,Luke Skywalker,Wilhuff Tarkin,Episode III - Revenge of the Sith,Star Wars (Main Theme),Naboo Starfighter,Tatooine,C-3PO
34394,Anakin Skywalker,Count Dooku,Episode II - Attack of the Clones,Imperial March,TIE Fighter,Endor,C-3PO
34395,Han Solo,General Grievous,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Tatooine,R2-D2
34396,Yoda,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Naboo,R2-D2
34397,Han Solo,Darth Vader,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Dagobah,R2-D2
34398,Obi-Wan Kenobi,General Grievous,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
34399,Obi-Wan Kenobi,Darth Vader,Episode II - Attack of the Clones,Imperial March,Millennium Falcon,Tatooine,C-3PO
34400,Yoda,Darth Maul,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Naboo,R2-D2
34401,Leia,Palpatine,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Tatooine,R2-D2
34402,Obi-Wan Kenobi,Palpatine,Episode III - Revenge of the Sith,Imperial March,Millennium Falcon,Dagobah,R2-D2
34403,Han Solo,Darth Vader,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
34404,Obi-Wan Kenobi,Palpatine,Episode V - The Empire Strikes Back,Accross the Stars,Millennium Falcon,Naboo,R2-D2
34405,Han Solo,Darth Vader,Episode IV - A New Hope,Imperial March,Millennium Falcon,Naboo,R2-D2
34406,Anakin Skywalker,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
34407,Anakin Skywalker,Darth Maul,Episode I - The Phantom Menace,Star Wars (Main Theme),Millennium Falcon,Alderaan,Droideka
34408,Jar Jar Binks,Darth Maul,Episode VI - Return of the Jedi,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
34409,Yoda,Wilhuff Tarkin,Episode IV - A New Hope,Star Wars (Main Theme),Naboo Starfighter,Naboo,R2-D2
34410,Yoda,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Alderaan,C-3PO
34411,Obi-Wan Kenobi,Darth Vader,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
34412,Qui-Gon Jinn,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Imperial March,Naboo Starfighter,Tatooine,C-3PO
34413,Han Solo,Wilhuff Tarkin,Episode V - The Empire Strikes Back,Imperial March,Millennium Falcon,Naboo,C-3PO
34414,Han Solo,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),Naboo Starfighter,Naboo,Droideka
34415,Han Solo,Wilhuff Tarkin,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Dagobah,C-3PO
34416,Anakin Skywalker,Darth Vader,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Naboo,C-3PO
34417,Yoda,General Grievous,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Naboo,C-3PO
34418,Yoda,Darth Vader,Episode VI - Return of the Jedi,The Throne Room,Millennium Falcon,Naboo,Battle Droid
34419,Obi-Wan Kenobi,Wilhuff Tarkin,Episode I - The Phantom Menace,Imperial March,TIE Fighter,Dagobah,R2-D2
34420,Yoda,Palpatine,Episode VI - Return of the Jedi,Imperial March,Millennium Falcon,Tatooine,Battle Droid
34421,Jar Jar Binks,Darth Maul,Episode IV - A New Hope,Imperial March,TIE Fighter,Tatooine,R2-D2
34422,Yoda,Darth Maul,Episode V - The Empire Strikes Back,Star Wars (Main Theme),TIE Fighter,Dagobah,C-3PO
34423,Leia,Palpatine,Episode III - Revenge of the Sith,Star Wars (Main Theme),Millennium Falcon,Naboo,R2-D2
34424,Leia,General Grievous,Episode IV - A New Hope,Star Wars (Main Theme),Naboo Starfighter,Naboo,R2-D2
34425,Luke Skywalker,Darth Maul,Episode IV - A New Hope,Imperial March,Millennium Falcon,Tatooine,R2-D2
34426,Yoda,Darth Maul,Episode IV - A New Hope,Accross the Stars,Millennium Falcon,Naboo,C-3PO
34427,Obi-Wan Kenobi,Darth Vader,Episode II - Attack of the Clones,Imperial March,Millennium Falcon,Endor,R2-D2
34428,Leia,General Grievous,Episode IV - A New Hope,Star Wars (Main Theme),Millennium Falcon,Alderaan,R2-D2
